Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
TG(i-15:0/i-20:0/21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C59H114O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-21-24-29-34-39-44-49-57(60)63-52-56(53-64-58(61)50-45-40-35-31-26-28-33-38-43-48-55(4)5)65-59(62)51-46-41-36-30-25-22-19-18-20-23-27-32-37-42-47-54(2)3/h54-56H,6-53H2,1-5H3/t56-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102837;;;;;;;;;;;;;;
TG(i-15:0/20:0/a-21:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-6-8-9-10-11-12-13-14-15-16-17-22-25-30-36-41-46-51-59(62)65-56(53-64-58(61)50-45-40-35-31-26-27-32-37-42-47-54(3)4)52-63-57(60)49-44-39-34-29-24-21-19-18-20-23-28-33-38-43-48-55(5)7-2/h54-56H,6-53H2,1-5H3/t55?,56-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102838;;;;;;;;;;;;;;
TG(i-15:0/i-20:0/i-21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C59H114O6/c1-53(2)45-39-33-27-21-16-12-8-7-9-14-18-24-30-36-42-48-57(60)63-51-56(52-64-58(61)49-43-37-31-26-20-23-29-35-41-47-55(5)6)65-59(62)50-44-38-32-25-19-15-11-10-13-17-22-28-34-40-46-54(3)4/h53-56H,7-52H2,1-6H3/t56-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102839;;;;;;;;;;;;;;
TG(i-15:0/20:0/21:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-5-7-9-11-13-15-17-19-21-23-25-26-28-30-34-38-42-46-50-57(60)63-53-56(54-64-58(61)51-47-43-39-36-32-33-37-41-45-49-55(3)4)65-59(62)52-48-44-40-35-31-29-27-24-22-20-18-16-14-12-10-8-6-2/h55-56H,5-54H2,1-4H3/t56-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102840;;;;;;;;;;;;;;
TG(15:0/20:0/21:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-4-7-10-13-16-19-22-25-27-29-31-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-33-30-28-26-23-20-17-14-11-8-5-2/h56H,4-55H2,1-3H3/t56-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102841;;;;;;;;;;;;;;
TG(15:0/20:0/i-21:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-5-7-9-11-13-15-17-19-20-21-24-28-32-36-40-44-48-52-59(62)65-56(53-63-57(60)50-46-42-38-34-30-18-16-14-12-10-8-6-2)54-64-58(61)51-47-43-39-35-31-27-25-22-23-26-29-33-37-41-45-49-55(3)4/h55-56H,5-54H2,1-4H3/t56-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102842;;;;;;;;;;;;;;
TG(15:0/20:0/a-21:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C59H114O6/c1-5-8-10-12-14-16-18-20-21-22-23-28-32-36-40-44-48-52-59(62)65-56(53-63-57(60)50-46-42-38-34-30-19-17-15-13-11-9-6-2)54-64-58(61)51-47-43-39-35-31-27-25-24-26-29-33-37-41-45-49-55(4)7-3/h55-56H,5-54H2,1-4H3/t55?,56-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102843;;;;;;;;;;;;;;
TG(15:0/i-20:0/22:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-5-7-9-11-13-15-17-19-20-21-22-23-24-28-32-36-40-44-48-52-59(62)65-55-57(54-64-58(61)51-47-43-39-35-31-18-16-14-12-10-8-6-2)66-60(63)53-49-45-41-37-33-29-26-25-27-30-34-38-42-46-50-56(3)4/h56-57H,5-55H2,1-4H3/t57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102844;;;;;;;;;;;;;;
TG(a-15:0/20:0/22:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-5-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-39-43-47-51-58(61)64-54-57(55-65-59(62)52-48-44-40-37-36-38-42-46-50-56(4)7-3)66-60(63)53-49-45-41-35-33-31-29-26-23-21-19-17-15-13-11-9-6-2/h56-57H,5-55H2,1-4H3/t56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102845;;;;;;;;;;;;;;
TG(a-15:0/20:0/i-22:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-6-8-9-10-11-12-13-14-15-16-21-24-27-30-37-42-47-52-60(63)66-57(54-65-59(62)51-46-41-36-32-31-34-39-44-49-56(5)7-2)53-64-58(61)50-45-40-35-29-26-23-20-18-17-19-22-25-28-33-38-43-48-55(3)4/h55-57H,6-54H2,1-5H3/t56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102846;;;;;;;;;;;;;;
TG(a-15:0/i-20:0/i-22:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-7-56(6)48-42-36-30-26-27-32-38-44-50-59(62)65-53-57(66-60(63)51-45-39-33-25-21-17-13-12-15-19-23-29-35-41-47-55(4)5)52-64-58(61)49-43-37-31-24-20-16-11-9-8-10-14-18-22-28-34-40-46-54(2)3/h54-57H,7-53H2,1-6H3/t56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102847;;;;;;;;;;;;;;
TG(a-15:0/i-20:0/22:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-23-26-29-35-40-45-50-58(61)64-53-57(54-65-59(62)51-46-41-36-32-31-34-39-44-49-56(5)7-2)66-60(63)52-47-42-37-30-27-24-21-20-22-25-28-33-38-43-48-55(3)4/h55-57H,6-54H2,1-5H3/t56?,57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102848;;;;;;;;;;;;;;
TG(i-15:0/20:0/i-22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-6-7-8-9-10-11-12-13-14-15-20-23-26-31-37-42-47-52-60(63)66-57(54-65-59(62)51-46-41-36-32-27-29-34-39-44-49-56(4)5)53-64-58(61)50-45-40-35-30-25-22-19-17-16-18-21-24-28-33-38-43-48-55(2)3/h55-57H,6-54H2,1-5H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102849;;;;;;;;;;;;;;
TG(15:0/i-20:0/i-22:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-6-7-8-9-10-11-12-25-30-35-40-45-50-58(61)64-53-57(66-60(63)52-47-42-37-32-27-22-18-17-20-24-29-34-39-44-49-56(4)5)54-65-59(62)51-46-41-36-31-26-21-16-14-13-15-19-23-28-33-38-43-48-55(2)3/h55-57H,6-54H2,1-5H3/t57-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102850;;;;;;;;;;;;;;
TG(i-15:0/i-20:0/22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-22-25-30-35-40-45-50-58(61)64-53-57(54-65-59(62)51-46-41-36-32-27-29-34-39-44-49-56(4)5)66-60(63)52-47-42-37-31-26-23-20-19-21-24-28-33-38-43-48-55(2)3/h55-57H,6-54H2,1-5H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102851;;;;;;;;;;;;;;
TG(i-15:0/i-20:0/i-22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C60H116O6/c1-54(2)46-40-34-28-22-17-13-9-7-8-10-15-19-25-31-37-43-49-58(61)64-52-57(53-65-59(62)50-44-38-32-27-21-24-30-36-42-48-56(5)6)66-60(63)51-45-39-33-26-20-16-12-11-14-18-23-29-35-41-47-55(3)4/h54-57H,7-53H2,1-6H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102852;;;;;;;;;;;;;;
TG(i-15:0/20:0/22:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C60H116O6/c1-5-7-9-11-13-15-17-19-21-23-24-26-27-29-31-35-39-43-47-51-58(61)64-54-57(55-65-59(62)52-48-44-40-37-33-34-38-42-46-50-56(3)4)66-60(63)53-49-45-41-36-32-30-28-25-22-20-18-16-14-12-10-8-6-2/h56-57H,5-55H2,1-4H3/t57-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102853;;;;;;;;;;;;;;
TG(a-15:0/20:0/i-24:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C62H120O6/c1-6-8-9-10-11-12-13-14-15-18-23-26-29-32-39-44-49-54-62(65)68-59(56-67-61(64)53-48-43-38-34-33-36-41-46-51-58(5)7-2)55-66-60(63)52-47-42-37-31-28-25-22-20-17-16-19-21-24-27-30-35-40-45-50-57(3)4/h57-59H,6-56H2,1-5H3/t58?,59-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102855;;;;;;;;;;;;;;
TG(i-15:0/20:0/i-24:0);[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C62H120O6/c1-6-7-8-9-10-11-12-13-14-17-22-25-28-33-39-44-49-54-62(65)68-59(56-67-61(64)53-48-43-38-34-29-31-36-41-46-51-58(4)5)55-66-60(63)52-47-42-37-32-27-24-21-19-16-15-18-20-23-26-30-35-40-45-50-57(2)3/h57-59H,6-56H2,1-5H3/t59-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102857;;;;;;;;;;;;;;
TG(15:0/i-20:0/i-24:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C62H120O6/c1-6-7-8-9-10-11-12-27-32-37-42-47-52-60(63)66-55-59(68-62(65)54-49-44-39-34-29-24-20-19-22-26-31-36-41-46-51-58(4)5)56-67-61(64)53-48-43-38-33-28-23-18-16-14-13-15-17-21-25-30-35-40-45-50-57(2)3/h57-59H,6-56H2,1-5H3/t59-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102858;;;;;;;;;;;;;;
TG(15:0/20:0/i-24:0);[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C62H120O6/c1-5-7-9-11-13-15-17-19-20-23-28-31-35-39-43-47-51-55-62(65)68-59(56-66-60(63)53-49-45-41-37-33-18-16-14-12-10-8-6-2)57-67-61(64)54-50-46-42-38-34-30-27-25-22-21-24-26-29-32-36-40-44-48-52-58(3)4/h58-59H,5-57H2,1-4H3/t59-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102860;;;;;;;;;;;;;;
TG(i-15:0/i-20:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C63H122O6/c1-7-59(6)51-45-39-33-27-21-17-12-10-8-9-11-13-18-22-28-34-40-46-52-61(64)67-55-60(56-68-62(65)53-47-41-35-30-24-26-32-38-44-50-58(4)5)69-63(66)54-48-42-36-29-23-19-15-14-16-20-25-31-37-43-49-57(2)3/h57-60H,7-56H2,1-6H3/t59?,60-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102862;;;;;;;;;;;;;;
TG(15:0/i-20:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C63H122O6/c1-6-8-9-10-11-12-13-28-33-38-43-48-53-61(64)67-56-60(69-63(66)55-50-45-40-35-30-25-21-20-22-26-31-36-41-46-51-58(3)4)57-68-62(65)54-49-44-39-34-29-24-19-17-15-14-16-18-23-27-32-37-42-47-52-59(5)7-2/h58-60H,6-57H2,1-5H3/t59?,60-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102863;;;;;;;;;;;;;;
TG(a-15:0/i-20:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C;InChI=1S/C63H122O6/c1-7-58(5)50-44-38-32-26-22-18-13-11-9-10-12-14-19-23-27-34-40-46-52-61(64)67-55-60(56-68-62(65)53-47-41-35-30-29-33-39-45-51-59(6)8-2)69-63(66)54-48-42-36-28-24-20-16-15-17-21-25-31-37-43-49-57(3)4/h57-60H,7-56H2,1-6H3/t58?,59?,60-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102864;;;;;;;;;;;;;;
TG(i-15:0/20:0/a-25:0)[rac];[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C63H122O6/c1-6-8-9-10-11-12-13-14-15-18-23-26-29-34-40-45-50-55-63(66)69-60(57-68-62(65)54-49-44-39-35-30-31-36-41-46-51-58(3)4)56-67-61(64)53-48-43-38-33-28-25-22-20-17-16-19-21-24-27-32-37-42-47-52-59(5)7-2/h58-60H,6-57H2,1-5H3/t59?,60-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102865;;;;;;;;;;;;;;
TG(15:0/20:0/a-25:0)[rac];[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC;InChI=1S/C63H122O6/c1-5-8-10-12-14-16-18-20-21-24-29-32-36-40-44-48-52-56-63(66)69-60(57-67-61(64)54-50-46-42-38-34-19-17-15-13-11-9-6-2)58-68-62(65)55-51-47-43-39-35-31-28-26-23-22-25-27-30-33-37-41-45-49-53-59(4)7-3/h59-60H,5-58H2,1-4H3/t59?,60-/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102866;;;;;;;;;;;;;;
TG(15:0/a-21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C47H90O6/c1-5-8-10-12-13-14-15-21-24-27-31-35-39-46(49)52-42-44(41-51-45(48)38-34-29-11-9-6-2)53-47(50)40-36-32-28-25-22-19-17-16-18-20-23-26-30-33-37-43(4)7-3/h43-44H,5-42H2,1-4H3/t43?,44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102867;;;;;;;;;;;;;;
TG(i-15:0/a-21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C47H90O6/c1-6-8-9-25-32-37-45(48)51-40-44(41-52-46(49)38-33-28-23-20-16-17-21-26-30-35-42(3)4)53-47(50)39-34-29-24-19-15-13-11-10-12-14-18-22-27-31-36-43(5)7-2/h42-44H,6-41H2,1-5H3/t43?,44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102868;;;;;;;;;;;;;;
TG(a-15:0/a-21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C47H90O6/c1-6-9-10-25-32-37-45(48)51-40-44(41-52-46(49)38-33-28-23-20-19-22-27-31-36-43(5)8-3)53-47(50)39-34-29-24-18-16-14-12-11-13-15-17-21-26-30-35-42(4)7-2/h42-44H,6-41H2,1-5H3/t42?,43?,44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102869;;;;;;;;;;;;;;
TG(a-15:0/21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C47H90O6/c1-5-8-10-12-13-14-15-16-17-18-19-20-21-22-23-28-32-36-40-47(50)53-44(41-51-45(48)38-34-29-11-9-6-2)42-52-46(49)39-35-31-27-25-24-26-30-33-37-43(4)7-3/h43-44H,5-42H2,1-4H3/t43?,44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102871;;;;;;;;;;;;;;
TG(a-15:0/i-21:0/8:0)[rac];[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-6-8-9-25-32-37-45(48)51-40-44(41-52-46(49)38-33-28-23-20-19-22-27-31-36-43(5)7-2)53-47(50)39-34-29-24-18-16-14-12-10-11-13-15-17-21-26-30-35-42(3)4/h42-44H,6-41H2,1-5H3/t43?,44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102872;;;;;;;;;;;;;;
TG(i-15:0/i-21:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C47H90O6/c1-6-7-8-25-32-37-45(48)51-40-44(41-52-46(49)38-33-28-23-20-16-18-22-27-31-36-43(4)5)53-47(50)39-34-29-24-19-15-13-11-9-10-12-14-17-21-26-30-35-42(2)3/h42-44H,6-41H2,1-5H3/t44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102873;;;;;;;;;;;;;;
TG(i-15:0/21:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C47H90O6/c1-5-7-9-11-12-13-14-15-16-17-18-19-20-21-24-28-32-36-40-47(50)53-44(41-51-45(48)38-34-29-10-8-6-2)42-52-46(49)39-35-31-27-25-22-23-26-30-33-37-43(3)4/h43-44H,5-42H2,1-4H3/t44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102874;;;;;;;;;;;;;;
TG(15:0/21:0/8:0);[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C47H90O6/c1-4-7-10-13-15-17-19-21-22-23-24-25-26-28-30-32-35-38-41-47(50)53-44(42-51-45(48)39-36-33-12-9-6-3)43-52-46(49)40-37-34-31-29-27-20-18-16-14-11-8-5-2/h44H,4-43H2,1-3H3/t44-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102875;;;;;;;;;;;;;;
TG(15:0/a-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-5-8-10-12-14-15-16-22-25-29-33-37-41-48(51)54-44-46(43-53-47(50)40-36-32-27-13-11-9-6-2)55-49(52)42-38-34-30-26-23-20-18-17-19-21-24-28-31-35-39-45(4)7-3/h45-46H,5-44H2,1-4H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102876;;;;;;;;;;;;;;
TG(i-15:0/a-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-6-8-9-10-22-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-17-18-23-27-32-37-44(3)4)55-49(52)41-36-31-26-20-16-14-12-11-13-15-19-24-28-33-38-45(5)7-2/h44-46H,6-43H2,1-5H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102877;;;;;;;;;;;;;;
TG(a-15:0/a-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC;InChI=1S/C49H94O6/c1-6-9-10-11-22-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-20-24-28-33-38-45(5)8-3)55-49(52)41-36-31-26-19-17-15-13-12-14-16-18-23-27-32-37-44(4)7-2/h44-46H,6-43H2,1-5H3/t44?,45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102878;;;;;;;;;;;;;;
TG(15:0/i-21:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-5-7-9-11-13-14-15-22-25-29-33-37-41-48(51)54-44-46(43-53-47(50)40-36-32-27-12-10-8-6-2)55-49(52)42-38-34-30-26-23-20-18-16-17-19-21-24-28-31-35-39-45(3)4/h45-46H,5-44H2,1-4H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102879;;;;;;;;;;;;;;
TG(a-15:0/21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCC;InChI=1S/C49H94O6/c1-5-8-10-12-14-15-16-17-18-19-20-21-22-23-24-30-34-38-42-49(52)55-46(43-53-47(50)40-36-32-27-13-11-9-6-2)44-54-48(51)41-37-33-29-26-25-28-31-35-39-45(4)7-3/h45-46H,5-44H2,1-4H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102880;;;;;;;;;;;;;;
TG(a-15:0/i-21:0/10:0)[rac];[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-8-9-10-22-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-20-24-28-33-38-45(5)7-2)55-49(52)41-36-31-26-19-17-15-13-11-12-14-16-18-23-27-32-37-44(3)4/h44-46H,6-43H2,1-5H3/t45?,46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102881;;;;;;;;;;;;;;
TG(i-15:0/i-21:0/10:0);[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C;InChI=1S/C49H94O6/c1-6-7-8-9-22-29-34-39-47(50)53-42-46(43-54-48(51)40-35-30-25-21-17-19-24-28-33-38-45(4)5)55-49(52)41-36-31-26-20-16-14-12-10-11-13-15-18-23-27-32-37-44(2)3/h44-46H,6-43H2,1-5H3/t46-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0102882;;;;;;;;;;;;;;
