Name;Smiles;Inchi;CasRN;MeltingPoint;BoilingPoint;WaterSolubility_mg_mL;LogP;Ref;ppm_exp;n_peaks_exp;multiplicity_exp;n_Hs_exp;atom_number_exp;peak_centers_exp;ExperimentalConditions;ppm_pred;n_peaks_pred;multiplicity_pred;n_Hs_pred;atom_number_pred;peak_centers_pred;predCondition
CL(16:1(9Z)/16:1(9Z)/18:2(9Z,11Z)/18:2(9Z,11Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC;InChI=1S/C77H138O17P2/c1-5-9-13-17-21-25-29-33-35-39-42-46-50-54-58-62-75(80)88-68-73(94-77(82)64-60-56-52-48-44-40-36-34-30-26-22-18-14-10-6-2)70-92-96(85,86)90-66-71(78)65-89-95(83,84)91-69-72(93-76(81)63-59-55-51-47-43-38-32-28-24-20-16-12-8-4)67-87-74(79)61-57-53-49-45-41-37-31-27-23-19-15-11-7-3/h25-36,71-73,78H,5-24,37-70H2,1-4H3,(H,83,84)(H,85,86)/b29-25-,30-26-,31-27-,32-28-,35-33-,36-34-/t71-,72+,73+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110909;;;;;;;;;;;;;;
CL(16:0/16:0/18:1(8Z)/18:1(8Z));[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCCCC\C=C/CCCCCCC=O)OCCCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C77H146O17P2/c1-3-5-7-9-11-13-15-25-31-37-43-49-55-61-76(81)89-70-75(94-77(82)62-56-50-44-38-32-26-16-14-12-10-8-6-4-2)72-93-96(85,86)91-68-73(80)67-90-95(83,84)92-71-74(88-66-60-54-48-42-36-30-24-20-18-22-28-34-40-46-52-58-64-79)69-87-65-59-53-47-41-35-29-23-19-17-21-27-33-39-45-51-57-63-78/h17-18,21-22,63-64,73-75,80H,3-16,19-20,23-62,65-72H2,1-2H3,(H,83,84)(H,85,86)/b21-17-,22-18-/t73-,74-,75-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110910;;;;;;;;;;;;;;
CL(16:0/16:1(9Z)/18:1(9Z)/18:2(9Z,12Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC;InChI=1S/C77H142O17P2/c1-5-9-13-17-21-25-29-33-35-39-42-46-50-54-58-62-75(80)88-68-73(94-77(82)64-60-56-52-48-44-40-36-34-30-26-22-18-14-10-6-2)70-92-96(85,86)90-66-71(78)65-89-95(83,84)91-69-72(93-76(81)63-59-55-51-47-43-38-32-28-24-20-16-12-8-4)67-87-74(79)61-57-53-49-45-41-37-31-27-23-19-15-11-7-3/h22,26,28,32-36,71-73,78H,5-21,23-25,27,29-31,37-70H2,1-4H3,(H,83,84)(H,85,86)/b26-22-,32-28-,35-33-,36-34-/t71-,72+,73+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110911;;;;;;;;;;;;;;
CL(16:1(9Z)/16:0/18:1(9Z)/18:2(9Z,11Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC;InChI=1S/C77H142O17P2/c1-5-9-13-17-21-25-29-33-35-39-42-46-50-54-58-62-75(80)88-68-73(94-77(82)64-60-56-52-48-44-40-36-34-30-26-22-18-14-10-6-2)70-92-96(85,86)90-66-71(78)65-89-95(83,84)91-69-72(93-76(81)63-59-55-51-47-43-38-32-28-24-20-16-12-8-4)67-87-74(79)61-57-53-49-45-41-37-31-27-23-19-15-11-7-3/h26-27,30-31,33-36,71-73,78H,5-25,28-29,32,37-70H2,1-4H3,(H,83,84)(H,85,86)/b30-26-,31-27-,35-33-,36-34-/t71-,72+,73+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110912;;;;;;;;;;;;;;
CL(16:0/16:1(8Z)/18:1(8Z)/18:1(8Z));[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCCCC\C=C/CCCCCCC=O)OCCCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OCCCCCCC\C=C/CCCCCCC=O;InChI=1S/C77H144O17P2/c1-2-3-4-5-6-7-8-19-26-33-40-47-54-61-77(82)90-71-76(89-67-60-53-46-39-32-25-18-15-22-29-36-43-50-57-64-80)73-94-96(85,86)92-69-74(81)68-91-95(83,84)93-72-75(88-66-59-52-45-38-31-24-17-12-10-14-21-28-35-42-49-56-63-79)70-87-65-58-51-44-37-30-23-16-11-9-13-20-27-34-41-48-55-62-78/h9-10,13-15,18,62-64,74-76,81H,2-8,11-12,16-17,19-61,65-73H2,1H3,(H,83,84)(H,85,86)/b13-9-,14-10-,18-15-/t74-,75-,76-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110913;;;;;;;;;;;;;;
CL(16:1(9Z)/16:0/18:2(9Z,11Z)/18:1(9Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC;InChI=1S/C77H142O17P2/c1-5-9-13-17-21-25-29-33-35-39-42-46-50-54-58-62-75(80)88-68-73(94-77(82)64-60-56-52-48-44-40-36-34-30-26-22-18-14-10-6-2)70-92-96(85,86)90-66-71(78)65-89-95(83,84)91-69-72(93-76(81)63-59-55-51-47-43-38-32-28-24-20-16-12-8-4)67-87-74(79)61-57-53-49-45-41-37-31-27-23-19-15-11-7-3/h25,27,29,31,33-36,71-73,78H,5-24,26,28,30,32,37-70H2,1-4H3,(H,83,84)(H,85,86)/b29-25-,31-27-,35-33-,36-34-/t71-,72+,73+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110914;;;;;;;;;;;;;;
CL(16:1(8Z)/16:1(8Z)/18:1(8Z)/18:2(9Z,12Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCC\C=C/CCCCCCC=O)OCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COCCCCCCCCC\C=C/CCCCCCC=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC;InChI=1S/C77H140O17P2/c1-2-3-4-5-6-7-8-9-12-19-26-33-40-47-54-61-77(82)94-76(71-88-66-59-52-45-38-31-23-16-11-10-13-20-27-34-41-48-55-62-78)73-93-96(85,86)91-69-74(81)68-90-95(83,84)92-72-75(89-67-60-53-46-39-32-25-18-15-22-29-36-43-50-57-64-80)70-87-65-58-51-44-37-30-24-17-14-21-28-35-42-49-56-63-79/h6-7,9-10,12-15,17-18,62-64,74-76,81H,2-5,8,11,16,19-61,65-73H2,1H3,(H,83,84)(H,85,86)/b7-6-,12-9-,13-10-,17-14-,18-15-/t74-,75+,76+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110915;;;;;;;;;;;;;;
CL(16:0/16:0/18:1(8Z)/18:2(9Z,12Z));[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCCCC\C=C/CCCCCCC=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C77H144O17P2/c1-4-7-10-13-16-19-22-25-28-33-38-43-47-52-57-62-76(81)93-73(68-87-65-60-55-50-45-40-35-30-27-26-29-34-39-44-49-54-59-64-78)70-91-95(83,84)89-66-72(79)67-90-96(85,86)92-71-74(94-77(82)63-58-53-48-42-37-32-24-21-18-15-12-9-6-3)69-88-75(80)61-56-51-46-41-36-31-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,64,72-74,79H,4-15,17-18,20-24,27,30-63,65-71H2,1-3H3,(H,83,84)(H,85,86)/b19-16-,28-25-,29-26-/t72-,73-,74-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110917;;;;;;;;;;;;;;
CL(16:1(8Z)/16:1(8Z)/18:2(9Z,12Z)/18:1(8Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCC\C=C/CCCCCCC=O)OCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OCCCCCCCCC\C=C/CCCCCCC=O;InChI=1S/C77H140O17P2/c1-2-3-4-5-6-7-8-9-12-19-26-33-40-47-54-61-77(82)90-71-76(89-67-60-53-46-39-32-24-16-11-10-13-20-27-34-41-48-55-62-78)73-94-96(85,86)92-69-74(81)68-91-95(83,84)93-72-75(88-66-59-52-45-38-31-25-18-15-22-29-36-43-50-57-64-80)70-87-65-58-51-44-37-30-23-17-14-21-28-35-42-49-56-63-79/h6-7,9-10,12-15,17-18,62-64,74-76,81H,2-5,8,11,16,19-61,65-73H2,1H3,(H,83,84)(H,85,86)/b7-6-,12-9-,13-10-,17-14-,18-15-/t74-,75+,76+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110918;;;;;;;;;;;;;;
CL(16:1(9Z)/16:0/18:2(9Z,12Z)/18:1(9Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC;InChI=1S/C77H142O17P2/c1-5-9-13-17-21-25-29-33-35-39-42-46-50-54-58-62-75(80)88-68-73(94-77(82)64-60-56-52-48-44-40-36-34-30-26-22-18-14-10-6-2)70-92-96(85,86)90-66-71(78)65-89-95(83,84)91-69-72(93-76(81)63-59-55-51-47-43-38-32-28-24-20-16-12-8-4)67-87-74(79)61-57-53-49-45-41-37-31-27-23-19-15-11-7-3/h21,25,27,31,33-36,71-73,78H,5-20,22-24,26,28-30,32,37-70H2,1-4H3,(H,83,84)(H,85,86)/b25-21-,31-27-,35-33-,36-34-/t71-,72+,73+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110920;;;;;;;;;;;;;;
CL(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,11Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC;InChI=1S/C77H138O17P2/c1-5-9-13-17-21-25-29-33-35-39-42-46-50-54-58-62-75(80)88-68-73(94-77(82)64-60-56-52-48-44-40-36-34-30-26-22-18-14-10-6-2)70-92-96(85,86)90-66-71(78)65-89-95(83,84)91-69-72(93-76(81)63-59-55-51-47-43-38-32-28-24-20-16-12-8-4)67-87-74(79)61-57-53-49-45-41-37-31-27-23-19-15-11-7-3/h21,25-28,30-36,71-73,78H,5-20,22-24,29,37-70H2,1-4H3,(H,83,84)(H,85,86)/b25-21-,30-26-,31-27-,32-28-,35-33-,36-34-/t71-,72+,73+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110921;;;;;;;;;;;;;;
CL(16:1(9Z)/16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H140O17P2/c1-5-9-13-17-21-25-29-33-35-36-38-42-46-50-54-58-62-66-79(84)96-75(70-90-77(82)64-60-56-52-48-44-41-37-34-30-26-22-18-14-10-6-2)72-94-98(87,88)92-68-73(80)67-91-97(85,86)93-71-74(95-78(83)65-61-57-53-49-45-40-32-28-24-20-16-12-8-4)69-89-76(81)63-59-55-51-47-43-39-31-27-23-19-15-11-7-3/h21-22,25-27,31,33-35,37-38,42,50,54,73-75,80H,5-20,23-24,28-30,32,36,39-41,43-49,51-53,55-72H2,1-4H3,(H,85,86)(H,87,88)/b25-21-,26-22-,31-27-,35-33-,37-34-,42-38-,54-50-/t73-,74+,75+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110923;;;;;;;;;;;;;;
CL(16:1(8Z)/16:1(8Z)/18:1(8Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCC\C=C/CCCCCCC=O)OCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COCCCCCCCCC\C=C/CCCCCCC=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H140O17P2/c1-2-3-4-5-6-7-8-9-10-11-14-21-28-35-42-49-56-63-79(84)96-78(73-90-68-61-54-47-40-33-25-18-13-12-15-22-29-36-43-50-57-64-80)75-95-98(87,88)93-71-76(83)70-92-97(85,86)94-74-77(91-69-62-55-48-41-34-27-20-17-24-31-38-45-52-59-66-82)72-89-67-60-53-46-39-32-26-19-16-23-30-37-44-51-58-65-81/h6-7,9-10,12,14-17,19-21,35,42,64-66,76-78,83H,2-5,8,11,13,18,22-34,36-41,43-63,67-75H2,1H3,(H,85,86)(H,87,88)/b7-6-,10-9-,15-12-,19-16-,20-17-,21-14-,42-35-/t76-,77+,78+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110924;;;;;;;;;;;;;;
CL(16:1(9Z)/16:1(9Z)/18:2(9Z,11Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H138O17P2/c1-5-9-13-17-21-25-29-33-35-36-38-42-46-50-54-58-62-66-79(84)96-75(70-90-77(82)64-60-56-52-48-44-41-37-34-30-26-22-18-14-10-6-2)72-94-98(87,88)92-68-73(80)67-91-97(85,86)93-71-74(95-78(83)65-61-57-53-49-45-40-32-28-24-20-16-12-8-4)69-89-76(81)63-59-55-51-47-43-39-31-27-23-19-15-11-7-3/h21,25-28,30-35,37-38,42,50,54,73-75,80H,5-20,22-24,29,36,39-41,43-49,51-53,55-72H2,1-4H3,(H,85,86)(H,87,88)/b25-21-,30-26-,31-27-,32-28-,35-33-,37-34-,42-38-,54-50-/t73-,74+,75+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110925;;;;;;;;;;;;;;
CL(16:1(9Z)/16:0/18:2(9Z,11Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H140O17P2/c1-5-9-13-17-21-25-29-33-35-36-38-42-46-50-54-58-62-66-79(84)96-75(70-90-77(82)64-60-56-52-48-44-41-37-34-30-26-22-18-14-10-6-2)72-94-98(87,88)92-68-73(80)67-91-97(85,86)93-71-74(95-78(83)65-61-57-53-49-45-40-32-28-24-20-16-12-8-4)69-89-76(81)63-59-55-51-47-43-39-31-27-23-19-15-11-7-3/h21,25-27,30-31,33-35,37-38,42,50,54,73-75,80H,5-20,22-24,28-29,32,36,39-41,43-49,51-53,55-72H2,1-4H3,(H,85,86)(H,87,88)/b25-21-,30-26-,31-27-,35-33-,37-34-,42-38-,54-50-/t73-,74+,75+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110926;;;;;;;;;;;;;;
CL(16:1(8Z)/16:1(8Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCC\C=C/CCCCCCC=O)OCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H138O17P2/c1-3-5-7-9-11-13-15-17-19-20-22-28-34-40-46-52-58-64-79(84)96-77(72-91-78(83)63-57-51-45-39-33-27-21-18-16-14-12-10-8-6-4-2)74-95-98(87,88)93-70-75(82)69-92-97(85,86)94-73-76(90-68-62-56-50-44-38-32-26-24-30-36-42-48-54-60-66-81)71-89-67-61-55-49-43-37-31-25-23-29-35-41-47-53-59-65-80/h11-14,17-19,21-26,28,40,46,65-66,75-77,82H,3-10,15-16,20,27,29-39,41-45,47-64,67-74H2,1-2H3,(H,85,86)(H,87,88)/b13-11-,14-12-,19-17-,21-18-,25-23-,26-24-,28-22-,46-40-/t75-,76+,77+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110927;;;;;;;;;;;;;;
CL(16:0/16:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H140O17P2/c1-5-9-13-17-21-25-29-33-35-36-38-42-46-50-54-58-62-66-79(84)96-75(70-90-77(82)64-60-56-52-48-44-41-37-34-30-26-22-18-14-10-6-2)72-94-98(87,88)92-68-73(80)67-91-97(85,86)93-71-74(95-78(83)65-61-57-53-49-45-40-32-28-24-20-16-12-8-4)69-89-76(81)63-59-55-51-47-43-39-31-27-23-19-15-11-7-3/h21-22,25-26,28,32-35,37-38,42,50,54,73-75,80H,5-20,23-24,27,29-31,36,39-41,43-49,51-53,55-72H2,1-4H3,(H,85,86)(H,87,88)/b25-21-,26-22-,32-28-,35-33-,37-34-,42-38-,54-50-/t73-,74+,75+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110928;;;;;;;;;;;;;;
CL(16:0/16:0/18:2(9Z,11Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H142O17P2/c1-5-9-13-17-21-25-29-33-35-36-38-42-46-50-54-58-62-66-79(84)96-75(70-90-77(82)64-60-56-52-48-44-41-37-34-30-26-22-18-14-10-6-2)72-94-98(87,88)92-68-73(80)67-91-97(85,86)93-71-74(95-78(83)65-61-57-53-49-45-40-32-28-24-20-16-12-8-4)69-89-76(81)63-59-55-51-47-43-39-31-27-23-19-15-11-7-3/h21,25-26,30,33-35,37-38,42,50,54,73-75,80H,5-20,22-24,27-29,31-32,36,39-41,43-49,51-53,55-72H2,1-4H3,(H,85,86)(H,87,88)/b25-21-,30-26-,35-33-,37-34-,42-38-,54-50-/t73-,74+,75+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110929;;;;;;;;;;;;;;
CL(16:0/16:1(9Z)/18:2(9Z,11Z)/20:4(5Z,8Z,11Z,14Z));[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC;InChI=1S/C79H140O17P2/c1-5-9-13-17-21-25-29-33-35-36-38-42-46-50-54-58-62-66-79(84)96-75(70-90-77(82)64-60-56-52-48-44-41-37-34-30-26-22-18-14-10-6-2)72-94-98(87,88)92-68-73(80)67-91-97(85,86)93-71-74(95-78(83)65-61-57-53-49-45-40-32-28-24-20-16-12-8-4)69-89-76(81)63-59-55-51-47-43-39-31-27-23-19-15-11-7-3/h21,25-26,28,30,32-35,37-38,42,50,54,73-75,80H,5-20,22-24,27,29,31,36,39-41,43-49,51-53,55-72H2,1-4H3,(H,85,86)(H,87,88)/b25-21-,30-26-,32-28-,35-33-,37-34-,42-38-,54-50-/t73-,74+,75+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110931;;;;;;;;;;;;;;
CL(16:0/16:0/18:1(8Z)/20:4(5Z,8Z,11Z,14Z));[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCCCC\C=C/CCCCCCC=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C79H144O17P2/c1-4-7-10-13-16-19-22-25-26-27-30-35-40-45-49-54-59-64-78(83)95-75(70-89-67-62-57-52-47-42-37-32-29-28-31-36-41-46-51-56-61-66-80)72-93-97(85,86)91-68-74(81)69-92-98(87,88)94-73-76(96-79(84)65-60-55-50-44-39-34-24-21-18-15-12-9-6-3)71-90-77(82)63-58-53-48-43-38-33-23-20-17-14-11-8-5-2/h16,19,25-26,28,30-31,35,45,49,66,74-76,81H,4-15,17-18,20-24,27,29,32-34,36-44,46-48,50-65,67-73H2,1-3H3,(H,85,86)(H,87,88)/b19-16-,26-25-,31-28-,35-30-,49-45-/t74-,75-,76-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110932;;;;;;;;;;;;;;
CL(16:0/16:1(8Z)/20:4(5Z,8Z,11Z,14Z)/16:0);[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C77H140O17P2/c1-4-7-10-13-16-19-22-25-26-27-28-33-37-42-47-52-57-62-76(81)89-69-74(94-77(82)63-58-53-48-43-38-32-24-21-18-15-12-9-6-3)71-93-96(85,86)91-67-72(79)66-90-95(83,84)92-70-73(87-65-60-55-50-45-40-35-30-29-34-39-44-49-54-59-64-78)68-88-75(80)61-56-51-46-41-36-31-23-20-17-14-11-8-5-2/h16,19,25-26,28-30,33,42,47,64,72-74,79H,4-15,17-18,20-24,27,31-32,34-41,43-46,48-63,65-71H2,1-3H3,(H,83,84)(H,85,86)/b19-16-,26-25-,30-29-,33-28-,47-42-/t72-,73+,74+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110933;;;;;;;;;;;;;;
CL(16:1(8Z)/16:1(8Z)/20:4(5Z,8Z,11Z,14Z)/16:0);[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COCCCCCCC\C=C/CCCCCCC=O)OCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C77H138O17P2/c1-3-5-7-9-11-13-15-17-18-19-20-26-31-37-43-49-55-61-76(81)89-70-75(94-77(82)62-56-50-44-38-32-25-16-14-12-10-8-6-4-2)72-93-96(85,86)91-68-73(80)67-90-95(83,84)92-71-74(88-66-60-54-48-42-36-30-24-22-28-34-40-46-52-58-64-79)69-87-65-59-53-47-41-35-29-23-21-27-33-39-45-51-57-63-78/h11,13,17-18,20-24,26,37,43,63-64,73-75,80H,3-10,12,14-16,19,25,27-36,38-42,44-62,65-72H2,1-2H3,(H,83,84)(H,85,86)/b13-11-,18-17-,23-21-,24-22-,26-20-,43-37-/t73-,74+,75+/m0/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110934;;;;;;;;;;;;;;
CL(16:1(8Z)/16:0/20:4(5Z,8Z,11Z,14Z)/16:1(8Z));[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OCCCCCCC\C=C/CCCCCCC=O)COP(O)(=O)OC[C@@]([H])(COCCCCCCC\C=C/CCCCCCC=O)OC(=O)CCCCCCCCCCCCCCC;InChI=1S/C77H138O17P2/c1-3-5-7-9-11-13-15-17-18-19-20-26-31-37-43-49-55-61-76(81)89-70-74(88-66-60-54-48-42-36-30-24-22-28-34-40-46-52-58-64-79)71-92-95(83,84)90-67-73(80)68-91-96(85,86)93-72-75(94-77(82)62-56-50-44-38-32-25-16-14-12-10-8-6-4-2)69-87-65-59-53-47-41-35-29-23-21-27-33-39-45-51-57-63-78/h11,13,17-18,20-24,26,37,43,63-64,73-75,80H,3-10,12,14-16,19,25,27-36,38-42,44-62,65-72H2,1-2H3,(H,83,84)(H,85,86)/b13-11-,18-17-,23-21-,24-22-,26-20-,43-37-/t73-,74-,75-/m1/s1;Not Available;Not Available;Not Available;Not Available;Not Available;https://hmdb.ca/metabolites/HMDB0110935;;;;;;;;;;;;;;
